"OBJECTID_1.N.10.0","OBJECTID.N.10.0","FID_1.N.10.0","Name.C.10","SDE_STATE_.N.19.8","ORIG_FID.N.10.0","Distance.N.19.8","Zip_Num.N.10.0","Shape_area.N.19.11","Shape_len.N.19.11","burg.counts","avg.burg.counts","zip.tot.area","num.zip.regions","Total.Exemptions","Total.Returns","Percent.agi1","Percent.agi2","Percent.agi3","Percent.agi4","Percent.agi5","Percent.agi6","Total.Income","X18.24.No.High.school.2015","X25..Less.than.9th.Grade.2015","X25..9th.12th.but.No.Diploma.2015","X25..No.Diploma.2015","X2015.Median.Family.Income","X2015.Poverty.All.Families","X2015.Families.no.husband","X2015.Housing.Units"
87,29,87,90710,0,8638,0,90710,72188005.1165,46693.5640351,94,94,72188005.1165,1,24310,11710,0.403928266438941,0.243381725021349,0.133219470538002,0.0828351836037575,0.116994022203245,0.0196413321947054,603034,437,2059,1605,3664,57534,0.138,0.322,9310
88,50,88,90713,0,8640,0,90713,97252834.4768,49883.6530259,0,0,97252834.4768,1,27590,13880,0.285302593659942,0.182276657060519,0.140489913544669,0.132564841498559,0.229827089337176,0.0295389048991354,971856,NA,NA,NA,NA,NA,NA,NA,NA
89,40,89,90715,0,8641,0,90715,47788928.277,42284.8473579,0,0,47788928.277,1,19520,9400,0.379787234042553,0.265957446808511,0.142553191489362,0.0936170212765957,0.109574468085106,0.00851063829787234,451742,NA,NA,NA,NA,NA,NA,NA,NA
90,36,90,90716,0,8642,0,90716,26608182.8556,26139.9611157,0,0,26608182.8556,1,13830,5860,0.534129692832764,0.302047781569966,0.10580204778157,0.0341296928327645,0.0238907849829352,0,178162,NA,NA,NA,NA,NA,NA,NA,NA
91,15,92,90731,0,8646,0,90731,400618750.901,144461.905539,398,398,400618750.901,1,51570,26130,0.404515882127822,0.248373517030233,0.128970531955607,0.0807500956754688,0.116341370072713,0.0210486031381554,1362079,1442,4855,4592,9447,58422,0.173,0.335,24205
92,24,94,90744,0,8649,0,90744,244793211.229,97601.4951534,434,433.8,244904323.284192,2,52380,21700,0.511059907834101,0.284792626728111,0.104608294930876,0.0465437788018433,0.0488479262672811,0.00414746543778802,759573,1792,8449,5599,14048,40976,0.254,0.412,14847
93,43,95,90745,0,8650,0,90745,244172779.485,98439.5750817,5,5,244172779.485,1,56130,27020,0.401184307920059,0.259067357512953,0.144337527757217,0.0847520355292376,0.100296076980015,0.0103626943005181,1285944,812,4998,3907,8905,75111,0.094,0.168,15729
94,48,96,90747,0,8652,0,90747,15301642.6003,17208.7722577,0,0,15301642.6003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,30,97,90755,0,8653,0,90755,61660575.0023,59412.0460282,0,0,61660575.0023,1,11000,5780,0.321799307958477,0.235294117647059,0.155709342560554,0.105536332179931,0.136678200692042,0.0449826989619377,398272,NA,NA,NA,NA,NA,NA,NA,NA
96,12,98,90802,0,8654,0,90802,165859773.717,214661.956372,0,0,165859773.717,1,31550,19900,0.378894472361809,0.276381909547739,0.148743718592965,0.0829145728643216,0.0909547738693467,0.0221105527638191,1054046,NA,NA,NA,NA,NA,NA,NA,NA
97,11,99,90803,0,8655,0,90803,138454199.436,76957.745185,0,0,138454199.436,1,27230,17940,0.228539576365663,0.183389074693423,0.159420289855072,0.12263099219621,0.189520624303233,0.116499442586399,2081081,NA,NA,NA,NA,NA,NA,NA,NA
98,21,100,90804,0,8656,0,90804,59343650.4245,53300.7693676,0,0,59343650.4245,1,34040,17910,0.455053042992741,0.288665549972083,0.12786152987158,0.0619765494137353,0.0558347292015634,0.010608598548297,726033,NA,NA,NA,NA,NA,NA,NA,NA
99,35,101,90806,0,8658,0,90806,89629058.4087,61360.3841255,0,0,125454624.287349,4,39590,18060,0.496124031007752,0.27796234772979,0.105758582502769,0.0564784053156146,0.0570321151716501,0.00664451827242525,689343,NA,NA,NA,NA,NA,NA,NA,NA
100,41,102,90807,0,8659,0,90807,135494761.32,86068.5529158,0,0,135494761.32,1,30270,16240,0.297413793103448,0.220443349753695,0.158251231527094,0.105911330049261,0.16256157635468,0.0554187192118227,1245844,NA,NA,NA,NA,NA,NA,NA,NA
101,38,103,90810,0,8661,0,90810,192008513.771,89983.3286397,0,0,192008513.771,1,35930,16270,0.454210202827289,0.287645974185618,0.128457283343577,0.0676090964966195,0.057160417947142,0.00491702519975415,644055,NA,NA,NA,NA,NA,NA,NA,NA
102,20,104,90813,0,8662,0,90813,98355083.0473,75625.7818308,0,0,98355083.0473,1,50380,21420,0.605042016806723,0.283846872082166,0.0700280112044818,0.0247432306255836,0.0144724556489262,0.00186741363211951,580501,NA,NA,NA,NA,NA,NA,NA,NA
103,10,105,90814,0,8663,0,90814,37586906.0352,56060.5442989,0,0,37586906.0352,1,16220,10190,0.296368989205103,0.242394504416094,0.161923454367026,0.10107948969578,0.139352306182532,0.0588812561334642,753786,NA,NA,NA,NA,NA,NA,NA,NA
104,26,106,90815,0,8664,0,90815,196080586.113,87836.7496066,0,0,196080586.113,1,34620,18860,0.267232237539767,0.176033934252386,0.147401908801697,0.120890774125133,0.222693531283139,0.0657476139978791,1590237,NA,NA,NA,NA,NA,NA,NA,NA
105,13,107,90822,0,8665,0,90822,4694599.37701,8931.63011924,0,0,4694599.37701,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,9,108,90831,0,8666,0,90831,872647.77134,3993.20529993,0,0,872647.77134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,19,109,90840,0,8667,0,90840,8640727.72193,20195.8146829,0,0,8640727.72193,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,324,110,91011,0,8673,0,91011,835930149.859,273406.510287,0,0,835930149.859,1,20080,9440,0.246822033898305,0.105932203389831,0.0783898305084746,0.0699152542372881,0.1875,0.311440677966102,2669337,NA,NA,NA,NA,NA,NA,NA,NA
109,301,111,91020,0,8675,0,91020,20477495.1824,30192.9519551,0,0,20477495.1824,1,7150,3640,0.318681318681319,0.239010989010989,0.156593406593407,0.10989010989011,0.145604395604396,0.0302197802197802,227307,NA,NA,NA,NA,NA,NA,NA,NA
110,309,112,91023,0,8676,0,91023,45089605.5442,34065.4629047,0,0,45089605.5442,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,327,113,91024,0,8677,0,91024,1553551373.68,312752.835051,0,0,1553551373.68,1,10040,5400,0.25,0.164814814814815,0.135185185185185,0.103703703703704,0.203703703703704,0.142592592592593,656157,NA,NA,NA,NA,NA,NA,NA,NA
112,322,114,91040,0,8679,0,91040,353036503.428,127679.89399,130,130,353036503.428,1,18230,9730,0.34224049331963,0.215827338129496,0.147995889003083,0.100719424460432,0.157245632065776,0.0359712230215827,634157,167,709,823,1532,84917,0.093,0.225,7582
113,332,115,91042,0,8680,0,91042,1394742834.05,250814.783403,139,139,1394742834.05,1,23690,12190,0.380639868744873,0.238720262510254,0.138638228055783,0.0902378999179655,0.127153404429861,0.0246103363412633,674145,351,1678,1308,2986,68263,0.088,0.246,10587
114,298,116,91046,0,8681,0,91046,196163.929914,1904.67701273,0,0,196163.929914,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,258,117,91101,0,8682,0,91101,34721914.9638,41540.433736,0,0,34721914.9638,1,15720,9860,0.299188640973631,0.210953346855984,0.156186612576065,0.115618661257606,0.154158215010142,0.063894523326572,1013079,NA,NA,NA,NA,NA,NA,NA,NA
116,291,118,91103,0,8683,0,91103,141622650.006,92055.5652721,0,0,141622650.006,1,24250,11870,0.46335299073294,0.224094355518113,0.0960404380791912,0.0572872788542544,0.0909856781802864,0.0682392586352148,981844,NA,NA,NA,NA,NA,NA,NA,NA
117,276,119,91104,0,8684,0,91104,105458268.201,68398.1566849,0,0,105458268.201,1,32480,16560,0.364734299516908,0.217995169082126,0.123792270531401,0.0821256038647343,0.151570048309179,0.0597826086956522,1159249,NA,NA,NA,NA,NA,NA,NA,NA
118,240,120,91125,0,8689,0,91125,1793704.41442,7784.86170056,0,0,1793704.41442,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,235,121,91126,0,8690,0,91126,870984.520752,4431.96976332,0,0,870984.520752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,286,122,91201,0,8691,0,91201,81206091.8337,55043.6649393,0,0,81206091.8337,1,19580,10180,0.419449901768173,0.231827111984283,0.131630648330059,0.0746561886051081,0.106090373280943,0.0363457760314342,586040,NA,NA,NA,NA,NA,NA,NA,NA
121,260,123,91203,0,8693,0,91203,24605267.3097,27804.4675871,0,0,24605267.3097,1,12370,6580,0.407294832826748,0.252279635258359,0.145896656534954,0.0790273556231003,0.0927051671732523,0.0227963525835866,376996,NA,NA,NA,NA,NA,NA,NA,NA
122,248,124,91204,0,8694,0,91204,31045447.5143,42440.4667298,0,0,31223691.3229851,3,13410,6990,0.483547925608011,0.270386266094421,0.124463519313305,0.0586552217453505,0.0529327610872675,0.0100143061516452,284801,NA,NA,NA,NA,NA,NA,NA,NA
123,245,125,91205,0,8695,0,91205,61254532.9202,55347.1948263,0,0,61254532.9202,1,30830,16040,0.488154613466334,0.25997506234414,0.117206982543641,0.0579800498753117,0.0660847880299252,0.0105985037406484,645485,NA,NA,NA,NA,NA,NA,NA,NA
124,280,126,91206,0,8696,0,91206,169336078.724,98478.1771433,0,0,169336078.724,1,28160,14870,0.357767316745124,0.222595830531271,0.139878950907868,0.086079354404842,0.136516476126429,0.0571620712844654,1097601,NA,NA,NA,NA,NA,NA,NA,NA
125,292,127,91207,0,8697,0,91207,71842008.8548,51752.8557727,0,0,71842008.8548,1,9210,4800,0.285416666666667,0.164583333333333,0.133333333333333,0.0854166666666667,0.1875,0.14375,599721,NA,NA,NA,NA,NA,NA,NA,NA
126,304,128,91208,0,8698,0,91208,232146135.545,111945.458448,0,0,232230393.097601,2,15240,7640,0.267015706806283,0.154450261780105,0.12434554973822,0.0942408376963351,0.214659685863874,0.145287958115183,915782,NA,NA,NA,NA,NA,NA,NA,NA
127,244,129,91210,0,8699,0,91210,1597876.8617,6659.28431147,0,0,1597876.8617,1,330,210,0.238095238095238,0.142857142857143,0.19047619047619,0,0.238095238095238,0.19047619047619,34585,NA,NA,NA,NA,NA,NA,NA,NA
128,319,130,91214,0,8700,0,91214,243558724.001,90994.6992937,2,2,243558724.001,1,29580,14180,0.294781382228491,0.169252468265162,0.126939351198872,0.10296191819464,0.21509167842031,0.0909732016925247,1253925,119,711,501,1212,94852,0.049,0.116,10981
129,270,131,91301,0,8701,0,91301,725639995.274,131141.061184,0,0,725639995.274,1,24330,12460,0.28892455858748,0.146869983948636,0.109149277688604,0.0874799357945425,0.212680577849117,0.154895666131621,1704756,NA,NA,NA,NA,NA,NA,NA,NA
130,296,132,91303,0,8703,0,91303,59672621.1601,42462.4604301,106,106,59672621.1601,1,25660,12530,0.485235434956105,0.26975259377494,0.116520351157223,0.0582601755786113,0.0606544293695132,0.00957701516360734,498703,1011,3423,2262,5685,44906,0.183,0.353,10158
131,308,133,91306,0,8705,0,91306,115835193.53,57330.6676564,486,486,115835193.53,1,43230,21110,0.433443865466604,0.25106584557082,0.126954050213169,0.0762671719564188,0.0994789199431549,0.0127901468498342,976124,977,5001,3426,8427,63409,0.124,0.28,14977
132,281,134,91316,0,8708,0,91316,159723121.334,64410.6032386,383,383,159723121.334,1,24630,13700,0.325547445255474,0.194160583941606,0.130656934306569,0.0897810218978102,0.14963503649635,0.11021897810219,1649655,294,380,775,1155,78806,0.13,0.321,13048
133,317,135,91324,0,8710,0,91324,121190433.232,72117.4343693,264,264,121190433.232,1,24510,12700,0.4,0.222047244094488,0.118110236220472,0.0834645669291339,0.131496062992126,0.0448818897637795,804339,373,1339,1041,2380,73686,0.087,0.194,10144
134,316,136,91325,0,8711,0,91325,133833802.025,107026.716136,276,276,133833802.025,1,28200,14990,0.399599733155437,0.220813875917278,0.117411607738492,0.0793862575050033,0.130753835890594,0.0520346897931955,980297,374,1166,1094,2260,74492,0.09,0.231,12430
135,313,137,91330,0,8713,0,91330,15284401.3299,23618.5946017,3,3,15284401.3299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,NA,NA,NA,0
136,303,138,91335,0,8715,0,91335,182616233.318,63133.0848505,533,533,182616233.318,1,67750,33770,0.465798045602606,0.262955285756589,0.122594018359491,0.0681077879774948,0.0713651169677228,0.00917974533609713,1399600,1643,8315,5339,13654,58143,0.157,0.214,24637
137,326,139,91340,0,8716,0,91340,97123420.025,60310.002117,38,38,97123420.025,1,33190,14610,0.475701574264203,0.307323750855578,0.124572210814511,0.052703627652293,0.0362765229295003,0.00342231348391513,516546,758,5701,3492,9193,55022,0.168,0.276,8790
138,333,140,91342,0,8717,0,91342,1815421281.51,305343.266416,553,553,1815421281.51,1,87300,40040,0.416583416583417,0.275724275724276,0.134615384615385,0.0764235764235764,0.0871628371628372,0.00949050949050949,1802435,1874,10815,7059,17874,61670,0.135,0.226,25490
139,314,141,91343,0,8718,0,91343,159357919.507,69240.9455668,442,442,159357919.507,1,54030,25420,0.463021243115657,0.239575137686861,0.112903225806452,0.0708103855232101,0.0995279307631786,0.014162077104642,1182535,1412,6930,4119,11049,56194,0.187,0.303,17984
140,328,142,91344,0,8719,0,91344,402341582.334,98161.8183325,731,731,402341582.334,1,48390,24290,0.332235487855084,0.207492795389049,0.134623301770276,0.0988060930424043,0.176204199258954,0.0506381226842322,1760209,395,2125,1988,4113,87623,0.042,0.113,17686
141,320,143,91345,0,8720,0,91345,90758319.3296,44324.4372686,158,158,90758319.3296,1,17810,8690,0.400460299194476,0.276179516685846,0.144994246260069,0.0805523590333717,0.0897583429228999,0.00805523590333717,395715,428,2235,1097,3332,72446,0.068,0.153,5432
142,278,144,91356,0,8726,0,91356,208867947.009,69293.5168369,571,571,208867947.009,1,26330,14000,0.345714285714286,0.194285714285714,0.116428571428571,0.08,0.133571428571429,0.13,1795056,280,725,855,1580,84057,0.075,0.159,12119
143,253,145,91361,0,8727,0,91361,149090183.121,63585.7556267,0,0,149090183.121,1,19620,10440,0.262452107279693,0.140804597701149,0.103448275862069,0.0890804597701149,0.194444444444444,0.209770114942529,2022612,NA,NA,NA,NA,NA,NA,NA,NA
144,269,146,91362,0,8728,0,91362,28102526.014,24704.9852561,0,0,28102526.014,1,35420,17760,0.287162162162162,0.153716216216216,0.108108108108108,0.0867117117117117,0.197635135135135,0.166666666666667,2790117,NA,NA,NA,NA,NA,NA,NA,NA
145,271,147,91364,0,8729,0,91364,199794397.791,81253.5402525,438,438,199794397.791,1,24710,13190,0.288097043214556,0.156178923426839,0.11144806671721,0.0924943138741471,0.20470053070508,0.147081122062168,1939111,171,359,468,827,110938,0.057,0.099,11079
146,285,148,91367,0,8730,0,91367,216685927.232,93014.5676892,472,472,216685927.232,1,37470,20630,0.293746970431411,0.178865729520116,0.142995637421231,0.108579738245274,0.188075618031992,0.0877363063499758,2193374,227,424,559,983,100483,0.043,0.092,18694
147,334,149,91382,0,8732,0,91382,270567457.352,97918.3491319,0,0,270567457.352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,353,150,91384,0,8733,0,91384,4679570282.68,491639.639484,0,0,4679570282.68,1,22280,10300,0.305825242718447,0.175728155339806,0.124271844660194,0.110679611650485,0.232038834951456,0.0514563106796116,782035,NA,NA,NA,NA,NA,NA,NA,NA
149,340,151,91387,0,8734,0,91387,801479418.856,238964.085736,0,0,801479418.856,1,41500,19370,0.335570469798658,0.199793495095509,0.137325761486835,0.100154878678369,0.174496644295302,0.0526587506453278,1428912,NA,NA,NA,NA,NA,NA,NA,NA
150,289,152,91401,0,8736,0,91401,99161988.404,64401.0157112,177,177,99161988.404,1,33810,17900,0.444692737430168,0.24413407821229,0.111173184357542,0.0625698324022346,0.0960893854748603,0.041340782122905,1070933,522,3825,2261,6086,55090,0.187,0.331,15640
151,312,153,91402,0,8737,0,91402,104100947.696,61575.8693267,195,195,104100947.696,1,62350,28280,0.549151343705799,0.276874115983027,0.0947666195190948,0.0417256011315417,0.0342998585572843,0.00318246110325318,906321,1509,10349,6466,16815,37763,0.266,0.41,19447
152,267,154,91403,0,8738,0,91403,96004120.8332,74315.1479786,265,265,96004120.8332,1,22250,13470,0.273942093541203,0.187824795842613,0.140311804008909,0.0950259836674091,0.167037861915367,0.135857461024499,2079271,119,197,353,550,109699,0.059,0.158,11880
153,300,155,91405,0,8739,0,91405,92055552.5925,55389.861493,171,171,92055552.5925,1,45300,22160,0.536101083032491,0.271660649819495,0.0970216606498195,0.0410649819494585,0.0469314079422383,0.0072202166064982,772798,1254,6335,4213,10548,41283,0.214,0.332,17791
154,307,156,91406,0,8740,0,91406,189498078.143,75159.6163647,365,365,189498078.143,1,47040,23690,0.449978894048122,0.255804136766568,0.12325875897003,0.0679611650485437,0.087378640776699,0.015618404390038,1114112,849,5326,3340,8666,52892,0.173,0.235,18492
155,290,157,91411,0,8741,0,91411,54077611.3471,56072.360928,87,87,54077611.3471,1,20040,10460,0.446462715105162,0.252390057361377,0.121414913957935,0.0630975143403442,0.0850860420650096,0.0315487571701721,581630,560,2377,1486,3863,46860,0.192,0.275,9974
156,264,158,91423,0,8742,0,91423,112984739.613,84660.2246933,255,255,112984739.613,1,28010,17160,0.302447552447552,0.199300699300699,0.141025641025641,0.0891608391608392,0.152097902097902,0.115967365967366,2019306,62,347,453,800,105993,0.042,0.18,16029
157,279,159,91436,0,8743,0,91436,178914041.112,80259.5522017,283,283,178914041.112,1,17700,9120,0.223684210526316,0.106359649122807,0.087719298245614,0.0690789473684211,0.183114035087719,0.330043859649123,3975836,42,44,340,384,166800,0.021,0,5796
158,306,160,91501,0,8744,0,91501,147225377.444,69644.714624,0,0,147225377.444,1,18370,9840,0.335365853658537,0.222560975609756,0.151422764227642,0.0955284552845529,0.143292682926829,0.0518292682926829,719891,NA,NA,NA,NA,NA,NA,NA,NA
159,283,161,91502,0,8745,0,91502,39465863.1,43262.4323797,0,0,39465863.1,1,9760,5470,0.409506398537477,0.263254113345521,0.140767824497258,0.0786106032906764,0.0895795246800731,0.0182815356489945,288575,NA,NA,NA,NA,NA,NA,NA,NA
160,302,162,91504,0,8746,0,91504,125306860.354,53819.8591612,10,10,125306860.354,1,23800,12350,0.327125506072874,0.210526315789474,0.140080971659919,0.101214574898785,0.161133603238866,0.059919028340081,929904,347,1041,1115,2156,81854,0.06,0.158,9656
161,299,163,91505,0,8747,0,91505,143229074.371,99597.6482945,6,6,143229074.371,1,29490,16750,0.299701492537313,0.208955223880597,0.15044776119403,0.11044776119403,0.179701492537313,0.0507462686567164,1323960,143,1102,897,1999,95200,0.043,0.088,13460
162,282,164,91506,0,8748,0,91506,65095182.7053,50556.1582257,0,0,65095182.7053,1,17560,9770,0.311156601842375,0.212896622313204,0.147389969293756,0.0962128966223132,0.176049129989765,0.0562947799385875,711952,NA,NA,NA,NA,NA,NA,NA,NA
163,261,165,91521,0,8749,0,91521,2214252.25152,5886.40482469,0,0,2214252.25152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,251,166,91522,0,8750,0,91522,3467441.32206,7460.1662983,0,0,3467441.32206,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,255,167,91523,0,8751,0,91523,1815340.90487,5292.8167322,0,0,1815340.90487,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,274,168,91601,0,8752,0,91601,74226922.7695,55770.6699469,124,124,74226922.7695,1,31420,19580,0.441266598569969,0.274259448416752,0.126149131767109,0.0658835546475996,0.0735444330949949,0.0188968335035751,895884,392,2877,2021,4898,52333,0.159,0.318,17662
167,259,169,91602,0,8753,0,91602,58511142.4078,50789.4394262,88,88,58511142.4078,1,16230,11070,0.289972899728997,0.231255645889792,0.160794941282746,0.0939476061427281,0.14453477868112,0.0794941282746161,1103033,92,200,426,626,90777,0.056,0.228,10129
168,256,170,91604,0,8754,0,91604,137477710.906,81919.1905029,278,278,137477710.906,1,25910,16030,0.27199001871491,0.179663131628197,0.12975670617592,0.0966936993137866,0.170929507174049,0.150966936993138,2069242,42,295,451,746,137718,0.035,0.123,15356
169,305,171,91605,0,8755,0,91605,147178000.3,82286.8946022,167,167,147178000.3,1,50370,24380,0.531583264971288,0.27194421657096,0.100082034454471,0.0438884331419196,0.0459392945036916,0.00656275635767022,857375,1061,7237,4747,11984,45497,0.214,0.359,16546
170,288,172,91606,0,8756,0,91606,91685484.6001,66777.2495647,149,149,91685484.6001,1,38740,20100,0.500497512437811,0.274626865671642,0.111442786069652,0.0532338308457711,0.0512437810945274,0.00895522388059702,754967,737,5192,3363,8555,45475,0.188,0.26,15925
171,275,173,91607,0,8757,0,91607,69743741.7724,47749.0582454,150,150,69743741.7724,1,25310,15250,0.35672131147541,0.238032786885246,0.141639344262295,0.080655737704918,0.123934426229508,0.059016393442623,1096782,127,756,1030,1786,73690,0.081,0.122,14087
172,242,174,91608,0,8758,0,91608,14891224.408,16564.2035113,0,0,14891224.408,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,295,176,91711,0,8763,0,91711,518532103.081,172074.162707,0,0,518532103.081,1,30390,15660,0.291187739463602,0.163473818646232,0.116858237547893,0.104086845466156,0.216475095785441,0.107918263090677,1595460,NA,NA,NA,NA,NA,NA,NA,NA
174,208,177,91723,0,8765,0,91723,64898595.6891,46781.0667373,0,0,64898595.6891,1,17540,8930,0.38969764837626,0.264277715565509,0.145576707726764,0.083986562150056,0.103023516237402,0.013437849944009,437177,NA,NA,NA,NA,NA,NA,NA,NA
175,211,178,91731,0,8767,0,91731,103488940.952,77101.1302205,0,0,105873978.9711,2,25480,11710,0.547395388556789,0.281810418445773,0.0982066609735269,0.0384286934244236,0.0298889837745517,0.00426985482493595,393810,NA,NA,NA,NA,NA,NA,NA,NA
176,212,179,91732,0,8768,0,91732,139877317.229,83370.8745635,0,0,139877317.229,1,56460,25420,0.541306058221872,0.280487804878049,0.0987411487018096,0.0420928402832415,0.0334382376081825,0.003933910306845,830150,NA,NA,NA,NA,NA,NA,NA,NA
177,187,180,91733,0,8769,0,91733,171606394.925,76693.1113574,0,0,171606394.925,1,41080,17870,0.556239507554561,0.288192501398993,0.0906547285954113,0.0363738108561835,0.0257414661443761,0.00279798545047566,557083,NA,NA,NA,NA,NA,NA,NA,NA
178,293,181,91741,0,8771,0,91741,650664601.118,154851.89425,0,0,650664601.118,1,24340,12230,0.296811120196239,0.166802943581357,0.130825838103025,0.109566639411284,0.210956663941128,0.0850367947669665,1212066,NA,NA,NA,NA,NA,NA,NA,NA
179,131,182,91745,0,8773,0,91745,402477276.432,141896.745391,0,0,402477276.432,1,50670,25360,0.379337539432177,0.232649842271293,0.136041009463722,0.0851735015772871,0.131703470031546,0.0350946372239748,1584828,NA,NA,NA,NA,NA,NA,NA,NA
